,Unnamed: 0.1,Unnamed: 0,latitude,longitude,scientific_name,eventDate,kingdom,phylum,class_taxon,order,family,subfamily,genus,species,canonicalName,verbatim_source,verbatim_id,occurrence_id
140,140,140,18.8471912192,-90.6455755234,Taeniopoda obscura,2016-07-08 13:37:00 ,Animalia,Arthropoda,Insecta,Orthoptera,Romaleidae,Romaleinae,Taeniopoda,Taeniopoda obscura,Taeniopoda obscura,inat,293465.0,3974784
141,141,141,18.8475161339,-90.6457042694,Eumorpha vitis,2016-07-07 20:00:00 ,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Eumorpha,Eumorpha vitis,Eumorpha vitis,inat,143830.0,3974785
142,142,142,18.8469069184,-90.6475496292,Insecta,2016-07-01 21:18:00 ,Animalia,Arthropoda,Insecta,,,,,Insecta,Insecta,inat,47158.0,3974786
143,143,143,18.8460133983,-90.6448030472,Polanisia,2016-07-15 15:21:00 ,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Cleomaceae,,Polanisia,Polanisia,Polanisia,inat,72310.0,3974787
144,144,144,18.8469528127,-90.6457901001,Panus lecomtei,2016-07-16 14:34:00 ,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Panaceae,,Panus,Panus lecomtei,Panus lecomtei,inat,536019.0,3974828
145,145,145,18.8465066626,-90.646777153,Passalidae,2016-07-02 21:59:00 ,Animalia,Arthropoda,Insecta,Coleoptera,Passalidae,,,Passalidae,Passalidae,inat,84443.0,3974829
146,146,146,18.8521725126,-90.6440734863,Ganoderma,2016-07-22 13:28:00 ,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,,Ganoderma,Ganoderma,Ganoderma,inat,48475.0,3980882
147,147,147,18.8504927293,-90.650510788,Caulerpa racemosa,2016-06-26 13:47:00 ,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Caulerpaceae,,Caulerpa,Caulerpa racemosa,Caulerpa racemosa,inat,50926.0,4146279
148,148,148,18.8517111321,-90.6495666504,Animalia,2016-06-26 14:04:00 ,Animalia,,,,,,,Animalia,Animalia,inat,1.0,4146281
149,149,149,18.849111862,-90.6572914124,Meleagris ocellata,2016-07-05 16:55:00 ,Animalia,Chordata,Aves,Galliformes,Phasianidae,,Meleagris,Meleagris ocellata,Meleagris ocellata,inat,913.0,4146282
150,150,150,18.849111862,-90.7250976563,Eulepidotis rectimargo,2016-07-07 20:15:00 ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Eulepidotinae,Eulepidotis,Eulepidotis rectimargo,Eulepidotis rectimargo,inat,311332.0,4146283
151,151,151,18.8428572035,-90.6788349152,Taeniopoda obscura,2016-07-08 13:37:00 ,Animalia,Arthropoda,Insecta,Orthoptera,Romaleidae,Romaleinae,Taeniopoda,Taeniopoda obscura,Taeniopoda obscura,inat,293465.0,4146284
152,152,152,18.8556099617,-90.6550598145,Omophoita cyanipennis,2016-07-09 12:17:00 ,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Galerucinae,Omophoita,Omophoita cyanipennis,Omophoita cyanipennis,inat,358164.0,4146285
153,153,153,18.849111862,-90.6427001953,Lepidoptera,2016-07-10 02:56:00 ,Animalia,Arthropoda,Insecta,Lepidoptera,,,,Lepidoptera,Lepidoptera,inat,47157.0,4146286
154,154,154,18.8467562388,-90.6724834442,Kinosternon scorpioides cruentatum,2016-07-19 15:36:00 ,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosterninae,Kinosternon,Kinosternon scorpioides cruentatum,Kinosternon scorpioides cruentatum,inat,39749.0,4146287
155,155,155,18.8458629952,-90.6653599299,Plantae,2016-07-22 13:55:00 ,Plantae,,,,,,,Plantae,Plantae,inat,47126.0,4146288
156,156,156,18.853010752,-90.6481933594,Nymphaea,2016-07-22 14:08:00 ,Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,,Nymphaea,Nymphaea,Nymphaea,inat,51122.0,4146289
157,157,157,18.8543103619,-90.6729125977,Fungi,2016-07-22 15:11:00 ,Fungi,,,,,,,Fungi,Fungi,inat,47170.0,4146290
158,158,158,18.8608082602,-90.6742858887,Pterulaceae,2016-07-23 14:21:00 ,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pterulaceae,,,Pterulaceae,Pterulaceae,inat,328239.0,4146292
159,159,159,18.856097309,-90.6658744812,Alouatta pigra,2016-08-01 19:08:00 ,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouattinae,Alouatta,Alouatta pigra,Alouatta pigra,inat,43439.0,4146293
160,160,160,18.8504115021,-90.6811523438,Ganoderma,2016-08-06 12:57:00 ,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,,Ganoderma,Ganoderma,Ganoderma,inat,48475.0,4146294
161,161,161,18.864057115,-90.6646728516,Leptoglossus,2016-08-06 13:48:00 ,Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Coreinae,Leptoglossus,Leptoglossus,Leptoglossus,inat,61257.0,4146295
162,162,162,18.8127178564,-90.6921386719,Efferia,2016-08-06 13:28:00 ,Animalia,Arthropoda,Insecta,Diptera,Asilidae,Asilinae,Efferia,Efferia,Efferia,inat,61610.0,4146296
163,163,163,18.8231169481,-90.6317138672,Marpesia petreus,2016-08-07 18:17:00 ,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Cyrestinae,Marpesia,Marpesia petreus,Marpesia petreus,inat,50283.0,4146297
164,164,164,18.8552850627,-90.6619262695,Saturniidae,2016-08-07 21:45:00 ,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,,,Saturniidae,Saturniidae,inat,47918.0,4146298
165,165,165,18.8458627178,-90.6667327881,Pseudosphinx tetrio,2016-08-07 19:16:00 ,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Pseudosphinx,Pseudosphinx tetrio,Pseudosphinx tetrio,inat,124467.0,4146299
166,166,166,18.8484620382,-90.6708526611,Mammalia,2016-08-07 19:08:00 ,Animalia,Chordata,Mammalia,,,,,Mammalia,Mammalia,inat,40151.0,4146300
167,167,167,18.8419636618,-90.661239624,Cucurbita,2016-07-23 13:05:00 ,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,,Cucurbita,Cucurbita,Cucurbita,inat,55425.0,4146301
168,168,168,18.8427759726,-90.6457901001,Eacles imperialis,2016-06-10 02:51:00 ,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Ceratocampinae,Eacles,Eacles imperialis,Eacles imperialis,inat,81590.0,4153352
169,169,169,18.8419636618,-90.6499099731,Asilinae,2016-06-16 00:11:00 ,Animalia,Arthropoda,Insecta,Diptera,Asilidae,Asilinae,,Asilinae,Asilinae,inat,326683.0,4153353
170,170,170,18.8421667399,-90.6482791901,Atta mexicana,2016-06-18 16:19:00 ,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmicinae,Atta,Atta mexicana,Atta mexicana,inat,300315.0,4153354
171,171,171,18.8418011992,-90.6472277641,Lepidoptera,2016-06-19 20:36:00 ,Animalia,Arthropoda,Insecta,Lepidoptera,,,,Lepidoptera,Lepidoptera,inat,47157.0,4153355
172,172,172,18.8510613183,-90.6459617615,Stagmomantis limbata,2016-09-25 17:59:00 ,Animalia,Arthropoda,Insecta,Mantodea,Mantidae,Stagmomantinae,Stagmomantis,Stagmomantis limbata,Stagmomantis limbata,inat,121308.0,4212303
173,173,173,18.850777024,-90.6406188011,Catasetum integerrimum,2016-09-25 18:19:00 ,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Vandoideae,Catasetum,Catasetum integerrimum,Catasetum integerrimum,inat,276531.0,4212304
174,174,174,18.8507364105,-90.6399106979,Catasetum integerrimum,2016-09-25 18:19:00 ,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Vandoideae,Catasetum,Catasetum integerrimum,Catasetum integerrimum,inat,276531.0,4212305
175,175,175,18.845700259,-90.6432151794,,2017-01-04 14:34:00 ,,,,,,,,,,inat,,4901143
176,176,176,18.849112,-90.646734,Basidiomycota,2017-01-04 13:37:00 ,Fungi,Basidiomycota,,,,,,Basidiomycota,Basidiomycota,inat,47169.0,4901269
177,177,177,18.8452128815,-90.6475067139,,2017-01-04 14:34:00 ,,,,,,,,,,inat,,4901363
178,178,178,18.8468374677,-90.5515480042,Xylaria,2017-01-04 14:34:00 ,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,,Xylaria,Xylaria,Xylaria,inat,55268.0,5066098
179,179,179,18.8481371254,-90.6481933594,Megasoma elephas,2017-01-07 18:58:00 ,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Dynastinae,Megasoma,Megasoma elephas,Megasoma elephas,inat,122000.0,5067812
180,180,180,18.8585340244,-90.7011508942,Acrocomia aculeata,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Arecoideae,Acrocomia,Acrocomia aculeata,Acrocomia aculeata,inat,244459.0,5109783
181,181,181,18.8517111321,-90.662612915,Myrmeleontidae,2017-01-11 15:11:00 ,Animalia,Arthropoda,Insecta,Neuroptera,Myrmeleontidae,,,Myrmeleontidae,Myrmeleontidae,inat,49358.0,5309901
182,182,182,18.850086593,-90.6642436981,Myrmeleontidae,2017-01-11 15:08:00 ,Animalia,Arthropoda,Insecta,Neuroptera,Myrmeleontidae,,,Myrmeleontidae,Myrmeleontidae,inat,49358.0,5309902
183,183,183,18.8476497549,-90.6676769257,Odontotaenius,2017-01-11 15:44:00 ,Animalia,Arthropoda,Insecta,Coleoptera,Passalidae,Passalinae,Odontotaenius,Odontotaenius,Odontotaenius,inat,122924.0,5309903
184,184,184,18.8471623831,-90.662355423,Coleoptera,2017-01-11 15:45:00 ,Animalia,Arthropoda,Insecta,Coleoptera,,,,Coleoptera,Coleoptera,inat,47208.0,5309905
185,185,185,18.8425322798,-90.6561756134,Byttneria aculeata,2017-01-10 18:31:00 ,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Byttnerioideae,Byttneria,Byttneria aculeata,Byttneria aculeata,inat,184490.0,5309906
186,186,186,18.8354650339,-90.6083679199,Pouteria campechiana,2017-01-12 14:55:00 ,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,,Pouteria,Pouteria campechiana,Pouteria campechiana,inat,83585.0,5309907
187,187,187,18.8318906813,-90.5874252319,Pouteria campechiana,2017-01-12 14:55:00 ,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,,Pouteria,Pouteria campechiana,Pouteria campechiana,inat,83585.0,5309908
188,188,188,18.8424510488,-90.6650161743,Pleurotus,2017-01-14 14:48:00 ,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,,Pleurotus,Pleurotus,Pleurotus,inat,48496.0,5309909
189,189,189,18.8369272471,-90.6552314758,Plantae,2017-01-14 14:50:00 ,Plantae,,,,,,,Plantae,Plantae,inat,47126.0,5309910
190,190,190,18.8305908979,-90.6593513489,Ascalapha odorata,2017-01-23 00:28:00 ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebinae,Ascalapha,Ascalapha odorata,Ascalapha odorata,inat,61503.0,5309911
191,191,191,18.8322156256,-90.6528282166,Apis mellifera,2017-01-14 16:22:00 ,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apinae,Apis,Apis mellifera,Apis mellifera,inat,47219.0,5309912
192,192,192,18.8426135108,-90.6505966187,Manduca sexta,2017-01-07 19:09:00 ,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Sphinginae,Manduca,Manduca sexta,Manduca sexta,inat,61505.0,5309913
193,193,193,18.8354650339,-90.6691360474,Lepidoptera,2017-01-07 19:07:00 ,Animalia,Arthropoda,Insecta,Lepidoptera,,,,Lepidoptera,Lepidoptera,inat,47157.0,5309914
194,194,194,18.7374661953,-90.7304599945,Eupsittula nana,2017-04-17 ,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,,Eupsittula,Eupsittula nana,Eupsittula nana,inat,367556.0,6722572
195,195,195,18.78669,-90.6604516667,Vireo griseus,2017-04-17 ,Animalia,Chordata,Aves,Passeriformes,Vireonidae,,Vireo,Vireo griseus,Vireo griseus,inat,17408.0,6722582
196,196,196,18.7871988994,-90.6600783447,Mniotilta varia,2017-04-17 ,Animalia,Chordata,Aves,Passeriformes,Parulidae,,Mniotilta,Mniotilta varia,Mniotilta varia,inat,10286.0,6722601
197,197,197,18.7863625166,-90.6613641529,Sporophila morelleti,2017-04-17 ,Animalia,Chordata,Aves,Passeriformes,Thraupidae,,Sporophila,Sporophila morelleti,Sporophila morelleti,inat,827413.0,6722646
198,198,198,18.7854070247,-90.6601345539,Euphonia hirundinacea,2017-04-17 ,Animalia,Chordata,Aves,Passeriformes,Fringillidae,,Euphonia,Euphonia hirundinacea,Euphonia hirundinacea,inat,9287.0,6722673
199,199,199,18.7846249089,-90.6584501266,Leiothlypis peregrina,2017-04-17 ,Animalia,Chordata,Aves,Passeriformes,Parulidae,,Leiothlypis,Leiothlypis peregrina,Leiothlypis peregrina,inat,979756.0,6722729
200,200,200,18.7871642328,-90.6582999229,Icterus galbula,2017-04-17 ,Animalia,Chordata,Aves,Passeriformes,Icteridae,,Icterus,Icterus galbula,Icterus galbula,inat,9346.0,6724269
201,201,201,18.7858234746,-90.6597268581,Columbina talpacoti,2017-07-22 13:21:00 ,Animalia,Chordata,Aves,Columbiformes,Columbidae,,Columbina,Columbina talpacoti,Columbina talpacoti,inat,3580.0,7236769
202,202,202,18.7858437892,-90.6597590446,Crotophaga sulcirostris,2017-07-22 21:12:00 ,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,,Crotophaga,Crotophaga sulcirostris,Crotophaga sulcirostris,inat,1972.0,7236770
203,203,203,18.7858437892,-90.6597590446,Dives dives,2017-07-22 21:09:00 ,Animalia,Chordata,Aves,Passeriformes,Icteridae,,Dives,Dives dives,Dives dives,inat,10001.0,7236771
204,204,204,18.7858395066,-90.6597838111,Eumomota superciliosa,2017-07-22 21:20:00 ,Animalia,Chordata,Aves,Coraciiformes,Momotidae,,Eumomota,Eumomota superciliosa,Eumomota superciliosa,inat,2168.0,7236835
205,205,205,18.669311917,-90.6804349745,Eupsittula nana,2017-07-22 21:17:00 ,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,,Eupsittula,Eupsittula nana,Eupsittula nana,inat,367556.0,7236836
206,206,206,18.7858437892,-90.6597590446,Icterus gularis,2017-07-22 21:36:00 ,Animalia,Chordata,Aves,Passeriformes,Icteridae,,Icterus,Icterus gularis,Icterus gularis,inat,9339.0,7236837
207,207,207,18.785819192,-90.6597623535,Melanerpes aurifrons,2017-07-22 21:18:00 ,Animalia,Chordata,Aves,Piciformes,Picidae,,Melanerpes,Melanerpes aurifrons,Melanerpes aurifrons,inat,18167.0,7236906
208,208,208,18.7858437892,-90.6597590446,Mimus gilvus,2017-07-22 21:10:00 ,Animalia,Chordata,Aves,Passeriformes,Mimidae,,Mimus,Mimus gilvus,Mimus gilvus,inat,14884.0,7236907
209,209,209,18.7858437892,-90.6597590446,Polioptila caerulea,2017-07-22 21:39:00 ,Animalia,Chordata,Aves,Passeriformes,Polioptilidae,,Polioptila,Polioptila caerulea,Polioptila caerulea,inat,7493.0,7236908
210,210,210,18.7858437892,-90.6597590446,Saltator atriceps,2017-07-22 13:10:00 ,Animalia,Chordata,Aves,Passeriformes,Thraupidae,,Saltator,Saltator atriceps,Saltator atriceps,inat,9854.0,7236909
211,211,211,18.7858437892,-90.6597590446,Tyrannus,2017-07-22 21:32:00 ,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,,Tyrannus,Tyrannus,Tyrannus,inat,16768.0,7236910
212,212,212,18.7858437892,-90.6597590446,Volatinia jacarina,2017-07-22 13:06:00 ,Animalia,Chordata,Aves,Passeriformes,Thraupidae,,Volatinia,Volatinia jacarina,Volatinia jacarina,inat,10288.0,7236911
213,213,213,18.812271006,-90.6466698647,Habia rubica,2017-07-22 15:54:00 ,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,,Habia,Habia rubica,Habia rubica,inat,9935.0,7236993
214,214,214,18.812271006,-90.6466698647,Myiodynastes luteiventris,2017-07-22 15:49:00 ,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,,Myiodynastes,Myiodynastes luteiventris,Myiodynastes luteiventris,inat,16071.0,7236994
215,215,215,18.778388,-90.632866,Columbina talpacoti,2017-07-22 23:20:00 ,Animalia,Chordata,Aves,Columbiformes,Columbidae,,Columbina,Columbina talpacoti,Columbina talpacoti,inat,3580.0,7237081
216,216,216,18.7787177293,-90.6330871634,Crotophaga sulcirostris,2017-07-22 22:49:00 ,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,,Crotophaga,Crotophaga sulcirostris,Crotophaga sulcirostris,inat,1972.0,7237082
217,217,217,18.7790427763,-90.6330871634,Dives dives,2017-07-22 23:10:00 ,Animalia,Chordata,Aves,Passeriformes,Icteridae,,Dives,Dives dives,Dives dives,inat,10001.0,7237083
218,218,218,18.7788802528,-90.6325721793,Falco rufigularis,2017-07-23 00:05:00 ,Animalia,Chordata,Aves,Falconiformes,Falconidae,,Falco,Falco rufigularis,Falco rufigularis,inat,4664.0,7237084
219,219,219,18.778388,-90.632866,Melanerpes aurifrons,2017-07-22 23:11:00 ,Animalia,Chordata,Aves,Piciformes,Picidae,,Melanerpes,Melanerpes aurifrons,Melanerpes aurifrons,inat,18167.0,7237133
220,220,220,18.7784287992,-90.6322288566,Mimus gilvus,2017-07-22 23:08:00 ,Animalia,Chordata,Aves,Passeriformes,Mimidae,,Mimus,Mimus gilvus,Mimus gilvus,inat,14884.0,7237134
221,221,221,18.7792414169,-90.6330871634,Elaenia flavogaster,2017-07-22 23:36:00 ,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,,Elaenia,Elaenia flavogaster,Elaenia flavogaster,inat,16714.0,7237135
222,222,222,18.7787538467,-90.6329155021,Myiozetetes similis,2017-07-22 22:59:00 ,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,,Myiozetetes,Myiozetetes similis,Myiozetetes similis,inat,16842.0,7237136
223,223,223,18.7792414169,-90.6325721793,Pyrocephalus rubinus,2017-07-22 22:54:00 ,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,,Pyrocephalus,Pyrocephalus rubinus,Pyrocephalus rubinus,inat,16447.0,7237137
224,224,224,18.778388,-90.632866,Sporophila morelleti,2017-07-22 22:56:00 ,Animalia,Chordata,Aves,Passeriformes,Thraupidae,,Sporophila,Sporophila morelleti,Sporophila morelleti,inat,827413.0,7237225
225,225,225,18.7792414169,-90.6330871634,Tiaris olivaceus,2017-07-22 23:02:00 ,Animalia,Chordata,Aves,Passeriformes,Thraupidae,,Tiaris,Tiaris olivaceus,Tiaris olivaceus,inat,73504.0,7237226
226,226,226,18.7792414169,-90.6337738089,Tyrannus savana,2017-07-22 23:35:00 ,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,,Tyrannus,Tyrannus savana,Tyrannus savana,inat,16793.0,7237227
227,227,227,18.7795664629,-90.6329155021,Tyrannus,2017-07-22 22:48:00 ,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,,Tyrannus,Tyrannus,Tyrannus,inat,16768.0,7237228
228,228,228,18.7800540307,-90.6330871634,Volatinia jacarina,2017-07-22 22:49:00 ,Animalia,Chordata,Aves,Passeriformes,Thraupidae,,Volatinia,Volatinia jacarina,Volatinia jacarina,inat,10288.0,7237229
229,229,229,18.785819192,-90.6598481842,Smilisca baudinii,2017-07-21 15:52:00 ,Animalia,Chordata,Amphibia,Anura,Hylidae,Hylinae,Smilisca,Smilisca baudinii,Smilisca baudinii,inat,24277.0,7247050
230,230,230,18.843392221,-90.5804461138,Meliponini,2017-05-26 15:18:00 ,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apinae,,Meliponini,Meliponini,inat,200106.0,9046452
231,231,231,18.6817151402,-90.6446109718,Edessinae,2018-03-15 15:16:58 ,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Edessinae,,Edessinae,Edessinae,inat,494196.0,10254031
232,232,232,18.6722673051,-90.6317138672,Glaucidium brasilianum,2017-11-06 16:54:00 ,Animalia,Chordata,Aves,Strigiformes,Strigidae,,Glaucidium,Glaucidium brasilianum,Glaucidium brasilianum,inat,19822.0,12817109
233,233,233,18.6427158505,-90.6538817489,Anthracothorax prevostii,2017-10-18 15:56:00 ,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,,Anthracothorax,Anthracothorax prevostii,Anthracothorax prevostii,inat,5798.0,12817266
234,234,234,18.643642707,-90.6605529785,Anthracothorax prevostii,2017-10-18 15:54:00 ,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,,Anthracothorax,Anthracothorax prevostii,Anthracothorax prevostii,inat,5798.0,12817267
235,235,235,18.7847222,-90.6552777,Aramides albiventris,2017-11-02 21:00:00 ,Animalia,Chordata,Aves,Gruiformes,Rallidae,,Aramides,Aramides albiventris,Aramides albiventris,inat,513888.0,15078413
236,236,236,18.8484429272,-90.7476527648,Aulacorhynchus prasinus,2018-07-26 04:29:00 ,Animalia,Chordata,Aves,Piciformes,Ramphastidae,,Aulacorhynchus,Aulacorhynchus prasinus,Aulacorhynchus prasinus,inat,559387.0,19693820
237,237,237,18.7501901222,-90.6309105456,Pyrocephalus rubinus,2018-08-31 16:22:23 ,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,,Pyrocephalus,Pyrocephalus rubinus,Pyrocephalus rubinus,inat,16447.0,22962762
238,238,238,18.8113633333,-90.645125,Magnoliopsida,2018-03-04 13:07:02 ,Plantae,Tracheophyta,Magnoliopsida,,,,,Magnoliopsida,Magnoliopsida,inat,47124.0,26390621
239,239,239,18.8132166667,-90.6472083333,Boa imperator,2019-10-11 11:58:32 ,Animalia,Chordata,Reptilia,Squamata,Boidae,Boinae,Boa,Boa imperator,Boa imperator,inat,539399.0,34227551
240,240,240,18.8132416667,-90.6457133333,Alouatta pigra,2019-10-11 12:23:54 ,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouattinae,Alouatta,Alouatta pigra,Alouatta pigra,inat,43439.0,34227609
241,241,241,18.8122614851,-90.6466567889,Aramides albiventris,2019-01-05 23:49:00 ,Animalia,Chordata,Aves,Gruiformes,Rallidae,,Aramides,Aramides albiventris,Aramides albiventris,inat,513888.0,35916727
242,242,242,18.651381815,-90.7397172805,Eira barbara,2019-01-02 18:54:00 ,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Guloninae,Eira,Eira barbara,Eira barbara,inat,41774.0,37387448
243,243,243,18.8109474182,-90.6448898315,Bauhinia,2020-01-20 08:42:16 ,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Cercidoideae,Bauhinia,Bauhinia,Bauhinia,inat,68226.0,37802384
244,244,244,18.7588134206,-90.629029188,Dendrocygna autumnalis,2018-10-06 12:19:00 ,Animalia,Chordata,Aves,Anseriformes,Anatidae,,Dendrocygna,Dendrocygna autumnalis,Dendrocygna autumnalis,inat,6893.0,40151879
245,245,245,18.8515780565,-90.640323932,Ctenosaura similis,2020-02-16 14:09:00 ,Animalia,Chordata,Reptilia,Squamata,Iguanidae,,Ctenosaura,Ctenosaura similis,Ctenosaura similis,inat,35303.0,42668969
246,246,246,18.8369981082,-90.6458993516,Kinosternon scorpioides cruentatum,2020-02-16 15:49:00 ,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosterninae,Kinosternon,Kinosternon scorpioides cruentatum,Kinosternon scorpioides cruentatum,inat,39749.0,42751329
247,247,247,18.8129260477,-90.6456415728,Phallus haitangensis,2013-10-28 11:56:00 ,Fungi,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,,Phallus,Phallus haitangensis,Phallus haitangensis,inat,1045188.0,44440109
248,248,248,18.8130187181,-90.6431591883,Ateles geoffroyi,2013-10-28 11:58:00 ,Animalia,Chordata,Mammalia,Primates,Atelidae,Atelinae,Ateles,Ateles geoffroyi,Ateles geoffroyi,inat,43411.0,44440117
249,249,249,18.6593875927,-90.708943574,Imantodes gemmistratus luciodorsus,2020-03-04 03:02:00 ,Animalia,Chordata,Reptilia,Squamata,Colubridae,Dipsadinae,Imantodes,Imantodes gemmistratus luciodorsus,Imantodes gemmistratus luciodorsus,inat,29884.0,49332103
250,250,250,18.6660590007,-90.7068987078,Micrurus diastema,2020-03-04 00:32:00 ,Animalia,Chordata,Reptilia,Squamata,Elapidae,,Micrurus,Micrurus diastema,Micrurus diastema,inat,30591.0,49336176
251,251,251,18.8122141774,-90.6460558852,Trachemys venusta,2000-01-02 07:15:00 ,Animalia,Chordata,Reptilia,Testudines,Emydidae,Deirochelyinae,Trachemys,Trachemys venusta,Trachemys venusta,inat,39783.0,52971888
252,252,252,18.8546953889,-90.6356396944,Catasetum integerrimum,2020-08-14 18:27:00 ,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Vandoideae,Catasetum,Catasetum integerrimum,Catasetum integerrimum,inat,276531.0,56467388
253,253,253,18.7632346321,-90.629382461,Zinnia elegans,2020-09-24 13:25:31 ,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Zinnia,Zinnia elegans,Zinnia elegans,inat,181901.0,60645271
254,254,254,18.6938517854,-90.7139031732,Ctenosaura similis,2020-10-18 17:52:43 ,Animalia,Chordata,Reptilia,Squamata,Iguanidae,,Ctenosaura,Ctenosaura similis,Ctenosaura similis,inat,35303.0,63030028
255,255,255,18.6956286,-90.73216789,Ctenosaura similis,2020-10-18 12:51:09 ,Animalia,Chordata,Reptilia,Squamata,Iguanidae,,Ctenosaura,Ctenosaura similis,Ctenosaura similis,inat,35303.0,63046375
256,256,256,18.69545149,-90.73258769,Dichocrocis sabatalis,2020-10-18 12:54:37 ,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Spilomelinae,Dichocrocis,Dichocrocis sabatalis,Dichocrocis sabatalis,inat,541132.0,63046390
257,257,257,18.79286208,-90.6868612,Ipomoea hederifolia,2020-10-18 13:45:56 ,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Convolvuloideae,Ipomoea,Ipomoea hederifolia,Ipomoea hederifolia,inat,126300.0,63046413
258,258,258,18.76220625,-90.65565456,Ipomoea peteri,2020-10-18 15:12:23 ,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Convolvuloideae,Ipomoea,Ipomoea peteri,Ipomoea peteri,inat,866757.0,63046440
259,259,259,18.76840865,-90.65401427,Mucuna pruriens,2020-10-18 15:42:31 ,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Faboideae,Mucuna,Mucuna pruriens,Mucuna pruriens,inat,165536.0,63046478
260,260,260,18.77324801,-90.66180866,Eumaeus toxea,2020-10-18 16:46:04 ,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Theclinae,Eumaeus,Eumaeus toxea,Eumaeus toxea,inat,148489.0,63046507
261,261,261,18.81208578,-90.64822553,Anoda,2020-10-18 17:23:50 ,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Malvoideae,Anoda,Anoda,Anoda,inat,71971.0,63046539
262,262,262,18.81075693,-90.64956863,Magnoliopsida,2020-10-18 17:30:04 ,Plantae,Tracheophyta,Magnoliopsida,,,,,Magnoliopsida,Magnoliopsida,inat,47124.0,63046560
263,263,263,18.81098274,-90.64929711,Wedelia acapulcensis,2020-10-18 17:30:41 ,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Wedelia,Wedelia acapulcensis,Wedelia acapulcensis,inat,273970.0,63046587
